log_id,poll_timestamp,route_id,trip_id,stop_id,schedule_status,delay_seconds
467,2026-03-11 03:40:00,14,306689:415936:417244,1533,SCHEDULED,48
468,2026-03-11 03:40:00,14,306689:415936:417244,1535,SCHEDULED,48
469,2026-03-11 03:40:00,14,306689:415936:417244,1536,SCHEDULED,48
470,2026-03-11 03:40:00,14,306689:415936:417244,1537,SCHEDULED,48
471,2026-03-11 03:40:00,14,306689:415936:417244,1091,SCHEDULED,48
472,2026-03-11 03:40:00,14,306689:415936:417244,1019,SCHEDULED,48
473,2026-03-11 03:40:00,18,306444:414007:417199,1054,SCHEDULED,0
474,2026-03-11 03:40:00,18,306444:414007:417199,1055,SCHEDULED,0
475,2026-03-11 03:40:00,18,306444:414007:417199,1056,SCHEDULED,0
476,2026-03-11 03:40:00,18,306444:414007:417199,1057,SCHEDULED,0
477,2026-03-11 03:40:00,18,306444:414007:417199,1058,SCHEDULED,0
478,2026-03-11 03:40:00,18,306444:414007:417199,1059,SCHEDULED,0
479,2026-03-11 03:40:00,18,306444:414007:417199,1060,SCHEDULED,0
480,2026-03-11 03:40:00,18,306444:414007:417199,1061,SCHEDULED,0
481,2026-03-11 03:40:00,18,306444:414007:417199,1062,SCHEDULED,0
482,2026-03-11 03:40:00,18,306444:414007:417199,1063,SCHEDULED,0
483,2026-03-11 03:40:00,18,306444:414007:417199,1065,SCHEDULED,0
484,2026-03-11 03:40:00,18,306444:414007:417199,1066,SCHEDULED,0
485,2026-03-11 03:40:00,18,306444:414007:417199,1067,SCHEDULED,0
486,2026-03-11 03:40:00,18,306444:414007:417199,1068,SCHEDULED,0
487,2026-03-11 03:40:00,18,306444:414007:417199,1069,SCHEDULED,0
488,2026-03-11 03:40:00,18,306444:414007:417199,1070,SCHEDULED,0
489,2026-03-11 03:40:00,18,306444:414007:417199,1071,SCHEDULED,0
490,2026-03-11 03:40:00,18,306444:414007:417199,1073,SCHEDULED,0
491,2026-03-11 03:40:00,18,306444:414007:417199,1074,SCHEDULED,0
492,2026-03-11 03:40:00,18,306444:414007:417199,1075,SCHEDULED,0
493,2026-03-11 03:40:00,18,306444:414007:417199,1076,SCHEDULED,0
494,2026-03-11 03:40:00,18,306444:414007:417199,1077,SCHEDULED,0
495,2026-03-11 03:40:00,18,306444:414007:417199,1079,SCHEDULED,0
496,2026-03-11 03:40:00,18,306444:414007:417199,1080,SCHEDULED,0
497,2026-03-11 03:40:00,18,306444:414007:417199,1081,SCHEDULED,0
498,2026-03-11 03:40:00,18,306444:414007:417199,1083,SCHEDULED,0
499,2026-03-11 03:40:00,18,306444:414007:417199,1084,SCHEDULED,0
500,2026-03-11 03:40:00,18,306444:414007:417199,1085,SCHEDULED,0
501,2026-03-11 03:40:00,18,306444:414007:417199,1086,SCHEDULED,0
502,2026-03-11 03:40:00,18,306444:414007:417199,1087,SCHEDULED,0
503,2026-03-11 03:40:00,18,306444:414007:417199,1843,SCHEDULED,0
504,2026-03-11 03:40:00,18,306444:414007:417199,1577,SCHEDULED,0
505,2026-03-11 03:40:00,18,306444:414007:417199,1019,SCHEDULED,0
506,2026-03-11 03:40:00,2,307435:415012:417217,1231,SCHEDULED,0
507,2026-03-11 03:40:00,2,307435:415012:417217,1288,SCHEDULED,27
508,2026-03-11 03:40:00,2,307435:415012:417217,1823,SCHEDULED,27
509,2026-03-11 03:40:00,2,307435:415012:417217,1824,SCHEDULED,27
510,2026-03-11 03:40:00,2,307435:415012:417217,1290,SCHEDULED,27
511,2026-03-11 03:40:00,2,307435:415012:417217,1291,SCHEDULED,27
512,2026-03-11 03:40:00,2,307435:415012:417217,1833,SCHEDULED,27
513,2026-03-11 03:40:00,2,307435:415012:417217,1292,SCHEDULED,27
514,2026-03-11 03:40:00,2,307435:415012:417217,1293,SCHEDULED,27
515,2026-03-11 03:40:00,2,307435:415012:417217,1222,SCHEDULED,-82
516,2026-03-11 03:40:00,2,307435:415012:417217,1223,SCHEDULED,27
517,2026-03-11 03:40:00,2,307435:415012:417217,1294,SCHEDULED,27
518,2026-03-11 03:40:00,2,307435:415012:417217,1457,SCHEDULED,27
519,2026-03-11 03:40:00,2,307435:415012:417217,1458,SCHEDULED,27
520,2026-03-11 03:40:00,2,307435:415012:417217,1459,SCHEDULED,-7
521,2026-03-11 03:40:00,2,307435:415012:417217,1304,SCHEDULED,-29
522,2026-03-11 03:40:00,2,307435:415012:417217,1305,SCHEDULED,-14
523,2026-03-11 03:40:00,2,307435:415012:417217,1846,SCHEDULED,-14
524,2026-03-11 03:40:00,2,307435:415012:417217,1115,SCHEDULED,-14
525,2026-03-11 03:40:00,2,307435:415012:417217,1116,SCHEDULED,36
526,2026-03-11 03:40:00,2,307435:415012:417217,1844,SCHEDULED,36
527,2026-03-11 03:40:00,2,307435:415012:417217,1119,SCHEDULED,36
528,2026-03-11 03:40:00,2,307435:415012:417217,1120,SKIPPED,50
529,2026-03-11 03:40:00,2,307435:415012:417217,1121,SCHEDULED,-53
530,2026-03-11 03:40:00,18,306443:415692:417199,1019,SCHEDULED,0
531,2026-03-11 03:40:00,18,306443:415692:417199,1021,SCHEDULED,0
532,2026-03-11 03:40:00,18,306443:415692:417199,1842,SCHEDULED,0
533,2026-03-11 03:40:00,18,306443:415692:417199,1026,SCHEDULED,0
534,2026-03-11 03:40:00,18,306443:415692:417199,1027,SCHEDULED,0
535,2026-03-11 03:40:00,18,306443:415692:417199,1028,SCHEDULED,0
536,2026-03-11 03:40:00,18,306443:415692:417199,1029,SCHEDULED,0
537,2026-03-11 03:40:00,18,306443:415692:417199,1030,SCHEDULED,0
538,2026-03-11 03:40:00,18,306443:415692:417199,1031,SCHEDULED,0
539,2026-03-11 03:40:00,18,306443:415692:417199,1034,SCHEDULED,0
540,2026-03-11 03:40:00,18,306443:415692:417199,1035,SCHEDULED,0
541,2026-03-11 03:40:00,18,306443:415692:417199,1036,SCHEDULED,0
542,2026-03-11 03:40:00,18,306443:415692:417199,1037,SCHEDULED,0
543,2026-03-11 03:40:00,18,306443:415692:417199,1038,SCHEDULED,0
544,2026-03-11 03:40:00,18,306443:415692:417199,1039,SCHEDULED,0
545,2026-03-11 03:40:00,18,306443:415692:417199,1040,SCHEDULED,0
546,2026-03-11 03:40:00,18,306443:415692:417199,1041,SCHEDULED,0
547,2026-03-11 03:40:00,18,306443:415692:417199,1042,SCHEDULED,0
548,2026-03-11 03:40:00,18,306443:415692:417199,1043,SCHEDULED,0
549,2026-03-11 03:40:00,18,306443:415692:417199,1044,SCHEDULED,0
550,2026-03-11 03:40:00,18,306443:415692:417199,1045,SCHEDULED,0
551,2026-03-11 03:40:00,18,306443:415692:417199,1046,SCHEDULED,0
552,2026-03-11 03:40:00,18,306443:415692:417199,1047,SCHEDULED,0
553,2026-03-11 03:40:00,18,306443:415692:417199,1048,SCHEDULED,0
554,2026-03-11 03:40:00,18,306443:415692:417199,1049,SCHEDULED,0
555,2026-03-11 03:40:00,18,306443:415692:417199,1050,SCHEDULED,0
556,2026-03-11 03:40:00,18,306443:415692:417199,1051,SCHEDULED,0
557,2026-03-11 03:40:00,18,306443:415692:417199,1052,SCHEDULED,0
558,2026-03-11 03:40:00,18,306443:415692:417199,1053,SCHEDULED,0
559,2026-03-11 03:40:00,18,306443:415692:417199,1054,SCHEDULED,0
560,2026-03-11 03:40:00,2,307434:415266:417217,1222,SCHEDULED,-161
561,2026-03-11 03:40:00,2,307434:415266:417217,1223,SCHEDULED,27
562,2026-03-11 03:40:00,2,307434:415266:417217,1224,SCHEDULED,27
563,2026-03-11 03:40:00,2,307434:415266:417217,1867,SCHEDULED,27
564,2026-03-11 03:40:00,2,307434:415266:417217,1226,SCHEDULED,27
565,2026-03-11 03:40:00,2,307434:415266:417217,1227,SCHEDULED,27
566,2026-03-11 03:40:00,2,307434:415266:417217,1228,SCHEDULED,27
567,2026-03-11 03:40:00,2,307434:415266:417217,1229,SCHEDULED,27
568,2026-03-11 03:40:00,2,307434:415266:417217,1230,SCHEDULED,27
569,2026-03-11 03:40:00,2,307434:415266:417217,1231,SCHEDULED,27
570,2026-03-11 03:40:00,1,307049:416535:417215,1019,SCHEDULED,0
571,2026-03-11 03:40:00,1,307049:416535:417215,1829,SCHEDULED,0
572,2026-03-11 03:40:00,1,307049:416535:417215,1093,SCHEDULED,0
573,2026-03-11 03:40:00,1,307049:416535:417215,1094,SCHEDULED,0
574,2026-03-11 03:40:00,1,307049:416535:417215,1095,SCHEDULED,0
575,2026-03-11 03:40:00,1,307049:416535:417215,1096,SCHEDULED,0
576,2026-03-11 03:40:00,1,307049:416535:417215,1097,SCHEDULED,0
577,2026-03-11 03:40:00,1,307049:416535:417215,1098,SCHEDULED,0
578,2026-03-11 03:40:00,1,307049:416535:417215,1099,SCHEDULED,0
579,2026-03-11 03:40:00,1,307049:416535:417215,1100,SCHEDULED,0
580,2026-03-11 03:40:00,1,307049:416535:417215,1101,SCHEDULED,0
581,2026-03-11 03:40:00,1,307049:416535:417215,1102,SCHEDULED,0
582,2026-03-11 03:40:00,1,307049:416535:417215,1104,SCHEDULED,0
583,2026-03-11 03:40:00,1,307049:416535:417215,1105,SCHEDULED,0
584,2026-03-11 03:40:00,1,307049:416535:417215,1106,SCHEDULED,0
585,2026-03-11 03:40:00,1,307049:416535:417215,1108,SCHEDULED,0
586,2026-03-11 03:40:00,1,307049:416535:417215,1112,SCHEDULED,0
587,2026-03-11 03:40:00,1,307049:416535:417215,1113,SCHEDULED,0
588,2026-03-11 03:40:00,1,307049:416535:417215,1114,SCHEDULED,0
589,2026-03-11 03:40:00,1,307049:416535:417215,1115,SCHEDULED,0
590,2026-03-11 03:40:00,1,307049:416535:417215,1116,SCHEDULED,-40
591,2026-03-11 03:40:00,1,307049:416535:417215,1117,SCHEDULED,-40
592,2026-03-11 03:40:00,1,307049:416535:417215,1118,SCHEDULED,-40
593,2026-03-11 03:40:00,1,307049:416535:417215,1119,SCHEDULED,-40
594,2026-03-11 03:40:00,1,307049:416535:417215,1120,SKIPPED,-26
595,2026-03-11 03:40:00,1,307049:416535:417215,1121,SCHEDULED,-128
596,2026-03-11 03:40:00,3M,307308:414491:417245,ALL_STOPS,CANCELED,0
597,2026-03-11 03:42:46,3M,307303:416016:417245,ALL_STOPS,CANCELED,0
598,2026-03-11 03:42:46,1,307010:414492:417199,1011,SCHEDULED,91
599,2026-03-11 03:42:46,1,307010:414492:417199,1012,SCHEDULED,91
600,2026-03-11 03:42:46,1,307010:414492:417199,1013,SCHEDULED,91
601,2026-03-11 03:42:46,1,307010:414492:417199,1014,SCHEDULED,91
602,2026-03-11 03:42:46,1,307010:414492:417199,1015,SCHEDULED,91
603,2026-03-11 03:42:46,1,307010:414492:417199,1831,SCHEDULED,91
604,2026-03-11 03:42:46,1,307010:414492:417199,1828,SCHEDULED,91
605,2026-03-11 03:42:46,1,307010:414492:417199,1019,SCHEDULED,91
606,2026-03-11 03:42:46,1,307050:415733:417187,1121,SCHEDULED,0
607,2026-03-11 03:42:46,1,307050:415733:417187,1189,SCHEDULED,37
608,2026-03-11 03:42:46,1,307050:415733:417187,1190,SCHEDULED,62
609,2026-03-11 03:42:46,1,307050:415733:417187,1191,SCHEDULED,62
610,2026-03-11 03:42:46,1,307050:415733:417187,1192,SCHEDULED,62
611,2026-03-11 03:42:46,1,307050:415733:417187,1193,SCHEDULED,62
612,2026-03-11 03:42:46,1,307050:415733:417187,1194,SCHEDULED,62
613,2026-03-11 03:42:46,1,307050:415733:417187,1195,SCHEDULED,62
614,2026-03-11 03:42:46,1,307050:415733:417187,1196,SCHEDULED,62
615,2026-03-11 03:42:46,1,307050:415733:417187,1197,SCHEDULED,62
616,2026-03-11 03:42:46,1,307050:415733:417187,1198,SCHEDULED,62
617,2026-03-11 03:42:46,1,307050:415733:417187,1200,SCHEDULED,62
618,2026-03-11 03:42:46,1,307050:415733:417187,1201,SCHEDULED,62
619,2026-03-11 03:42:46,1,307050:415733:417187,1000,SCHEDULED,62
620,2026-03-11 03:42:46,1,307050:415733:417187,1002,SCHEDULED,62
621,2026-03-11 03:42:46,1,307050:415733:417187,1003,SCHEDULED,62
622,2026-03-11 03:42:46,1,307050:415733:417187,1004,SCHEDULED,62
623,2026-03-11 03:42:46,1,307050:415733:417187,1005,SCHEDULED,62
624,2026-03-11 03:42:46,1,307050:415733:417187,1007,SCHEDULED,62
625,2026-03-11 03:42:46,1,307050:415733:417187,1008,SCHEDULED,62
626,2026-03-11 03:42:46,1,307050:415733:417187,1009,SCHEDULED,62
627,2026-03-11 03:42:46,1,307050:415733:417187,1010,SCHEDULED,62
628,2026-03-11 03:42:46,1,307050:415733:417187,1011,SCHEDULED,62
629,2026-03-11 03:42:46,1,307050:415733:417187,1012,SCHEDULED,62
630,2026-03-11 03:42:46,1,307050:415733:417187,1013,SCHEDULED,62
631,2026-03-11 03:42:46,1,307050:415733:417187,1014,SCHEDULED,62
632,2026-03-11 03:42:46,1,307050:415733:417187,1015,SCHEDULED,62
633,2026-03-11 03:42:46,1,307050:415733:417187,1831,SCHEDULED,62
634,2026-03-11 03:42:46,1,307050:415733:417187,1828,SCHEDULED,62
635,2026-03-11 03:42:46,1,307050:415733:417187,1019,SCHEDULED,62
636,2026-03-11 03:42:46,17,306508:416991:417187,1150,SCHEDULED,0
637,2026-03-11 03:42:46,17,306508:416991:417187,1152,SCHEDULED,0
638,2026-03-11 03:42:46,17,306508:416991:417187,1153,SCHEDULED,0
639,2026-03-11 03:42:46,17,306508:416991:417187,1154,SCHEDULED,0
640,2026-03-11 03:42:46,17,306508:416991:417187,1155,SCHEDULED,0
641,2026-03-11 03:42:46,17,306508:416991:417187,1157,SCHEDULED,0
642,2026-03-11 03:42:46,17,306508:416991:417187,1158,SCHEDULED,0
643,2026-03-11 03:42:46,17,306508:416991:417187,1159,SCHEDULED,0
644,2026-03-11 03:42:46,17,306508:416991:417187,1160,SCHEDULED,0
645,2026-03-11 03:42:46,17,306508:416991:417187,1161,SCHEDULED,0
646,2026-03-11 03:42:46,17,306508:416991:417187,1162,SCHEDULED,0
647,2026-03-11 03:42:46,17,306508:416991:417187,1163,SCHEDULED,0
648,2026-03-11 03:42:46,17,306508:416991:417187,1165,SCHEDULED,0
649,2026-03-11 03:42:46,17,306508:416991:417187,1166,SCHEDULED,0
650,2026-03-11 03:42:46,17,306508:416991:417187,1167,SCHEDULED,0
651,2026-03-11 03:42:46,17,306508:416991:417187,1168,SCHEDULED,0
652,2026-03-11 03:42:46,17,306508:416991:417187,1169,SCHEDULED,0
653,2026-03-11 03:42:46,17,306508:416991:417187,1170,SCHEDULED,0
654,2026-03-11 03:42:46,17,306508:416991:417187,1171,SCHEDULED,0
655,2026-03-11 03:42:46,17,306508:416991:417187,1172,SCHEDULED,0
656,2026-03-11 03:42:46,17,306508:416991:417187,1173,SCHEDULED,0
657,2026-03-11 03:42:46,17,306508:416991:417187,1174,SCHEDULED,0
658,2026-03-11 03:42:46,17,306508:416991:417187,1863,SCHEDULED,0
659,2026-03-11 03:42:46,17,306508:416991:417187,1128,SCHEDULED,0
660,2026-03-11 03:42:46,17,306508:416991:417187,1130,SCHEDULED,0
661,2026-03-11 03:42:46,17,306508:416991:417187,1131,SCHEDULED,0
662,2026-03-11 03:42:46,17,306508:416991:417187,1132,SCHEDULED,0
663,2026-03-11 03:42:46,17,306508:416991:417187,1133,SCHEDULED,0
664,2026-03-11 03:42:46,17,306508:416991:417187,1345,SCHEDULED,0
665,2026-03-11 03:42:46,17,306508:416991:417187,1180,SCHEDULED,0
666,2026-03-11 03:42:46,17,306508:416991:417187,1181,SCHEDULED,0
667,2026-03-11 03:42:46,17,306508:416991:417187,1182,SCHEDULED,0
668,2026-03-11 03:42:46,17,306508:416991:417187,1183,SCHEDULED,0
669,2026-03-11 03:42:46,17,306508:416991:417187,1184,SCHEDULED,0
670,2026-03-11 03:42:46,17,306508:416991:417187,1185,SCHEDULED,0
671,2026-03-11 03:42:46,17,306508:416991:417187,1186,SCHEDULED,0
672,2026-03-11 03:42:46,17,306508:416991:417187,1187,SCHEDULED,0
673,2026-03-11 03:42:46,17,306508:416991:417187,1121,SCHEDULED,0
674,2026-03-11 03:42:46,17,306507:414417:417187,1150,SCHEDULED,-92
675,2026-03-11 03:42:46,2,307433:416032:417237,1231,SCHEDULED,0
676,2026-03-11 03:42:46,2,307433:416032:417237,1288,SCHEDULED,0
677,2026-03-11 03:42:46,2,307433:416032:417237,1823,SCHEDULED,0
678,2026-03-11 03:42:46,2,307433:416032:417237,1824,SCHEDULED,0
679,2026-03-11 03:42:46,2,307433:416032:417237,1290,SCHEDULED,0
680,2026-03-11 03:42:46,2,307433:416032:417237,1291,SCHEDULED,0
681,2026-03-11 03:42:46,2,307433:416032:417237,1833,SCHEDULED,0
682,2026-03-11 03:42:46,2,307433:416032:417237,1292,SCHEDULED,0
683,2026-03-11 03:42:46,2,307433:416032:417237,1293,SCHEDULED,0
684,2026-03-11 03:42:46,2,307433:416032:417237,1222,SCHEDULED,-109
685,2026-03-11 03:42:46,2,307433:416032:417237,1223,SCHEDULED,27
686,2026-03-11 03:42:46,2,307433:416032:417237,1294,SCHEDULED,27
687,2026-03-11 03:42:46,2,307433:416032:417237,1457,SCHEDULED,27
688,2026-03-11 03:42:46,2,307433:416032:417237,1458,SCHEDULED,27
689,2026-03-11 03:42:46,2,307433:416032:417237,1459,SCHEDULED,-7
690,2026-03-11 03:42:46,2,307433:416032:417237,1304,SCHEDULED,-29
691,2026-03-11 03:42:46,2,307433:416032:417237,1305,SCHEDULED,-14
692,2026-03-11 03:42:46,2,307433:416032:417237,1846,SCHEDULED,-14
693,2026-03-11 03:42:46,2,307433:416032:417237,1115,SCHEDULED,-14
694,2026-03-11 03:42:46,2,307433:416032:417237,1116,SCHEDULED,36
695,2026-03-11 03:42:46,2,307433:416032:417237,1844,SCHEDULED,36
696,2026-03-11 03:42:46,2,307433:416032:417237,1119,SCHEDULED,36
697,2026-03-11 03:42:46,2,307433:416032:417237,1120,SKIPPED,36
698,2026-03-11 03:42:46,2,307433:416032:417237,1121,SCHEDULED,-67
699,2026-03-11 03:42:46,3M,307306:415764:417245,ALL_STOPS,CANCELED,0
700,2026-03-11 03:42:46,9,307116:415189:417170,1222,SCHEDULED,0
701,2026-03-11 03:42:46,9,307116:415189:417170,1223,SCHEDULED,122
702,2026-03-11 03:42:46,9,307116:415189:417170,1224,SCHEDULED,122
703,2026-03-11 03:42:46,9,307116:415189:417170,1225,SCHEDULED,122
704,2026-03-11 03:42:46,9,307116:415189:417170,1775,SCHEDULED,122
705,2026-03-11 03:42:46,9,307116:415189:417170,1776,SCHEDULED,122
706,2026-03-11 03:42:46,9,307116:415189:417170,1777,SCHEDULED,122
707,2026-03-11 03:42:46,9,307116:415189:417170,1778,SCHEDULED,122
708,2026-03-11 03:42:46,9,307116:415189:417170,1852,SCHEDULED,122
709,2026-03-11 03:42:46,9,307116:415189:417170,1779,SCHEDULED,122
710,2026-03-11 03:42:46,9,307116:415189:417170,1780,SCHEDULED,122
711,2026-03-11 03:42:46,9,307116:415189:417170,1781,SCHEDULED,122
712,2026-03-11 03:42:46,9,307116:415189:417170,1782,SCHEDULED,122
713,2026-03-11 03:42:46,9,307116:415189:417170,1783,SCHEDULED,122
714,2026-03-11 03:42:46,9,307116:415189:417170,1784,SCHEDULED,122
715,2026-03-11 03:42:46,9,307116:415189:417170,1785,SCHEDULED,122
716,2026-03-11 03:42:46,9,307116:415189:417170,1786,SCHEDULED,122
717,2026-03-11 03:42:46,9,307116:415189:417170,1787,SCHEDULED,122
718,2026-03-11 03:42:46,9,307116:415189:417170,1788,SCHEDULED,122
719,2026-03-11 03:42:46,9,307116:415189:417170,1789,SCHEDULED,122
720,2026-03-11 03:42:46,9,307116:415189:417170,1791,SCHEDULED,122
721,2026-03-11 03:42:46,9,307116:415189:417170,1352,SCHEDULED,122
722,2026-03-11 03:42:46,9,307116:415189:417170,1353,SCHEDULED,122
723,2026-03-11 03:42:46,9,307116:415189:417170,1354,SCHEDULED,122
724,2026-03-11 03:42:46,9,307116:415189:417170,1818,SCHEDULED,122
725,2026-03-11 03:42:46,9,307116:415189:417170,1121,SCHEDULED,122
726,2026-03-11 03:42:46,9,307114:415697:417218,1478,SCHEDULED,92
727,2026-03-11 03:42:46,9,307114:415697:417218,1480,SCHEDULED,92
728,2026-03-11 03:42:46,9,307114:415697:417218,1481,SCHEDULED,92
729,2026-03-11 03:42:46,9,307114:415697:417218,1482,SCHEDULED,92
730,2026-03-11 03:42:46,9,307114:415697:417218,1292,SCHEDULED,92
731,2026-03-11 03:42:46,9,307114:415697:417218,1293,SCHEDULED,92
732,2026-03-11 03:42:46,9,307114:415697:417218,1222,SCHEDULED,43
733,2026-03-11 03:42:46,3M,307305:417005:417245,ALL_STOPS,CANCELED,0
734,2026-03-11 03:42:46,15,307505:415928:417170,1220,SCHEDULED,104
735,2026-03-11 03:42:46,15,307505:415928:417170,1222,SCHEDULED,104
736,2026-03-11 03:42:46,14,306689:415936:417244,1531,SCHEDULED,-23
737,2026-03-11 03:42:46,14,306689:415936:417244,1533,SCHEDULED,0
738,2026-03-11 03:42:46,14,306689:415936:417244,1535,SCHEDULED,0
739,2026-03-11 03:42:46,14,306689:415936:417244,1536,SCHEDULED,0
740,2026-03-11 03:42:46,14,306689:415936:417244,1537,SCHEDULED,0
741,2026-03-11 03:42:46,14,306689:415936:417244,1091,SCHEDULED,0
742,2026-03-11 03:42:46,14,306689:415936:417244,1019,SCHEDULED,0
743,2026-03-11 03:42:46,18,306444:414007:417199,1054,SCHEDULED,0
744,2026-03-11 03:42:46,18,306444:414007:417199,1055,SCHEDULED,0
745,2026-03-11 03:42:46,18,306444:414007:417199,1056,SCHEDULED,0
746,2026-03-11 03:42:46,18,306444:414007:417199,1057,SCHEDULED,0
747,2026-03-11 03:42:46,18,306444:414007:417199,1058,SCHEDULED,0
748,2026-03-11 03:42:46,18,306444:414007:417199,1059,SCHEDULED,0
749,2026-03-11 03:42:46,18,306444:414007:417199,1060,SCHEDULED,0
750,2026-03-11 03:42:46,18,306444:414007:417199,1061,SCHEDULED,0
751,2026-03-11 03:42:46,18,306444:414007:417199,1062,SCHEDULED,0
752,2026-03-11 03:42:46,18,306444:414007:417199,1063,SCHEDULED,0
753,2026-03-11 03:42:46,18,306444:414007:417199,1065,SCHEDULED,0
754,2026-03-11 03:42:46,18,306444:414007:417199,1066,SCHEDULED,0
755,2026-03-11 03:42:46,18,306444:414007:417199,1067,SCHEDULED,0
756,2026-03-11 03:42:46,18,306444:414007:417199,1068,SCHEDULED,0
757,2026-03-11 03:42:46,18,306444:414007:417199,1069,SCHEDULED,0
758,2026-03-11 03:42:46,18,306444:414007:417199,1070,SCHEDULED,0
759,2026-03-11 03:42:46,18,306444:414007:417199,1071,SCHEDULED,0
760,2026-03-11 03:42:46,18,306444:414007:417199,1073,SCHEDULED,0
761,2026-03-11 03:42:46,18,306444:414007:417199,1074,SCHEDULED,0
762,2026-03-11 03:42:46,18,306444:414007:417199,1075,SCHEDULED,0
763,2026-03-11 03:42:46,18,306444:414007:417199,1076,SCHEDULED,0
764,2026-03-11 03:42:46,18,306444:414007:417199,1077,SCHEDULED,0
765,2026-03-11 03:42:46,18,306444:414007:417199,1079,SCHEDULED,0
766,2026-03-11 03:42:46,18,306444:414007:417199,1080,SCHEDULED,0
767,2026-03-11 03:42:46,18,306444:414007:417199,1081,SCHEDULED,0
768,2026-03-11 03:42:46,18,306444:414007:417199,1083,SCHEDULED,0
769,2026-03-11 03:42:46,18,306444:414007:417199,1084,SCHEDULED,0
770,2026-03-11 03:42:46,18,306444:414007:417199,1085,SCHEDULED,0
771,2026-03-11 03:42:46,18,306444:414007:417199,1086,SCHEDULED,0
772,2026-03-11 03:42:46,18,306444:414007:417199,1087,SCHEDULED,0
773,2026-03-11 03:42:46,18,306444:414007:417199,1843,SCHEDULED,0
774,2026-03-11 03:42:46,18,306444:414007:417199,1577,SCHEDULED,0
775,2026-03-11 03:42:46,18,306444:414007:417199,1019,SCHEDULED,0
776,2026-03-11 03:42:46,2,307435:415012:417217,1231,SCHEDULED,0
777,2026-03-11 03:42:46,2,307435:415012:417217,1288,SCHEDULED,27
778,2026-03-11 03:42:46,2,307435:415012:417217,1823,SCHEDULED,27
779,2026-03-11 03:42:46,2,307435:415012:417217,1824,SCHEDULED,27
780,2026-03-11 03:42:46,2,307435:415012:417217,1290,SCHEDULED,27
781,2026-03-11 03:42:46,2,307435:415012:417217,1291,SCHEDULED,27
782,2026-03-11 03:42:46,2,307435:415012:417217,1833,SCHEDULED,27
783,2026-03-11 03:42:46,2,307435:415012:417217,1292,SCHEDULED,27
784,2026-03-11 03:42:46,2,307435:415012:417217,1293,SCHEDULED,27
785,2026-03-11 03:42:46,2,307435:415012:417217,1222,SCHEDULED,-82
786,2026-03-11 03:42:46,2,307435:415012:417217,1223,SCHEDULED,27
787,2026-03-11 03:42:46,2,307435:415012:417217,1294,SCHEDULED,27
788,2026-03-11 03:42:46,2,307435:415012:417217,1457,SCHEDULED,27
789,2026-03-11 03:42:46,2,307435:415012:417217,1458,SCHEDULED,27
790,2026-03-11 03:42:46,2,307435:415012:417217,1459,SCHEDULED,-7
791,2026-03-11 03:42:46,2,307435:415012:417217,1304,SCHEDULED,-29
792,2026-03-11 03:42:46,2,307435:415012:417217,1305,SCHEDULED,-14
793,2026-03-11 03:42:46,2,307435:415012:417217,1846,SCHEDULED,-14
794,2026-03-11 03:42:46,2,307435:415012:417217,1115,SCHEDULED,-14
795,2026-03-11 03:42:46,2,307435:415012:417217,1116,SCHEDULED,36
796,2026-03-11 03:42:46,2,307435:415012:417217,1844,SCHEDULED,36
797,2026-03-11 03:42:46,2,307435:415012:417217,1119,SCHEDULED,36
798,2026-03-11 03:42:46,2,307435:415012:417217,1120,SKIPPED,36
799,2026-03-11 03:42:46,2,307435:415012:417217,1121,SCHEDULED,-67
800,2026-03-11 03:42:46,18,306443:415692:417199,1019,SCHEDULED,0
801,2026-03-11 03:42:46,18,306443:415692:417199,1021,SCHEDULED,0
802,2026-03-11 03:42:46,18,306443:415692:417199,1842,SCHEDULED,0
803,2026-03-11 03:42:46,18,306443:415692:417199,1026,SCHEDULED,0
804,2026-03-11 03:42:46,18,306443:415692:417199,1027,SCHEDULED,0
805,2026-03-11 03:42:46,18,306443:415692:417199,1028,SCHEDULED,0
806,2026-03-11 03:42:46,18,306443:415692:417199,1029,SCHEDULED,0
807,2026-03-11 03:42:46,18,306443:415692:417199,1030,SCHEDULED,0
808,2026-03-11 03:42:46,18,306443:415692:417199,1031,SCHEDULED,0
809,2026-03-11 03:42:46,18,306443:415692:417199,1034,SCHEDULED,0
810,2026-03-11 03:42:46,18,306443:415692:417199,1035,SCHEDULED,0
811,2026-03-11 03:42:46,18,306443:415692:417199,1036,SCHEDULED,0
812,2026-03-11 03:42:46,18,306443:415692:417199,1037,SCHEDULED,0
813,2026-03-11 03:42:46,18,306443:415692:417199,1038,SCHEDULED,0
814,2026-03-11 03:42:46,18,306443:415692:417199,1039,SCHEDULED,0
815,2026-03-11 03:42:46,18,306443:415692:417199,1040,SCHEDULED,0
816,2026-03-11 03:42:46,18,306443:415692:417199,1041,SCHEDULED,0
817,2026-03-11 03:42:46,18,306443:415692:417199,1042,SCHEDULED,0
818,2026-03-11 03:42:46,18,306443:415692:417199,1043,SCHEDULED,0
819,2026-03-11 03:42:46,18,306443:415692:417199,1044,SCHEDULED,0
820,2026-03-11 03:42:46,18,306443:415692:417199,1045,SCHEDULED,0
821,2026-03-11 03:42:46,18,306443:415692:417199,1046,SCHEDULED,0
822,2026-03-11 03:42:46,18,306443:415692:417199,1047,SCHEDULED,0
